order_item_sk,order_date_sk,customer_sk,channel_sk,store_sk,bill_addr_sk,product_sk,quantity,unit_price,discount_amount,line_total
12862,269,1450,2,3,2865,1,1,13200.0,264.0,12936.0
12863,392,104,1,,574,1,3,12600.0,3780.0,34020.0
12864,392,104,1,,574,1,2,12600.0,2520.0,22680.0
12865,220,284,1,,1398,1,3,12000.0,1800.0,34200.0
12866,637,1322,1,,991,1,3,12000.0,0.0,36000.0
12867,156,445,2,4,762,1,3,12000.0,720.0,35280.0
12868,156,1380,1,,1492,1,3,13200.0,792.0,38808.0
12869,324,750,1,,1766,1,3,12600.0,0.0,37800.0
12870,633,241,1,,2854,2,1,16500.0,330.0,16170.0
12871,633,241,1,,2854,1,1,12000.0,600.0,11400.0
12872,631,513,2,1,2406,1,2,12600.0,1260.0,23940.0
12873,95,1425,1,,3050,2,2,15000.0,3000.0,27000.0
12874,95,1425,1,,3050,2,3,15000.0,0.0,45000.0
12875,544,1107,1,,1676,1,3,12000.0,0.0,36000.0
12876,544,1107,1,,1676,2,1,13500.0,1350.0,12150.0
12877,213,423,1,,1359,1,2,13200.0,528.0,25872.0
12878,213,423,1,,1359,1,1,12600.0,252.0,12348.0
12879,248,1465,2,1,,2,1,15000.0,300.0,14700.0
12880,248,1465,2,1,,2,3,15000.0,4500.0,40500.0
12881,552,674,2,1,1282,1,3,13200.0,0.0,39600.0
12882,536,128,2,3,2172,1,2,12000.0,480.0,23520.0
12883,102,78,1,,2779,2,2,13500.0,0.0,27000.0
12884,186,216,1,,,2,3,15000.0,4500.0,40500.0
12885,578,666,1,,2458,2,2,15000.0,1500.0,28500.0
12886,578,666,1,,2458,2,1,15750.0,315.0,15435.0
12887,190,842,1,,744,1,1,10800.0,0.0,10800.0
12888,466,1154,2,1,2710,1,2,10800.0,2160.0,19440.0
12889,16,548,2,2,1520,1,3,12000.0,720.0,35280.0
12890,16,548,2,2,1520,2,1,15750.0,0.0,15750.0
12891,127,1287,1,,,2,2,16500.0,3300.0,29700.0
12892,85,1322,1,,1638,1,3,12600.0,756.0,37044.0
12893,231,487,2,4,441,1,3,12000.0,3600.0,32400.0
12894,107,1003,1,,2570,1,3,12000.0,1800.0,34200.0
12895,576,445,1,,2914,1,2,12000.0,0.0,24000.0
12896,125,402,1,,560,1,3,12000.0,720.0,35280.0
12897,125,402,1,,560,1,3,12000.0,0.0,36000.0
12898,158,925,2,2,1027,1,2,12000.0,0.0,24000.0
12899,557,1308,2,4,2424,1,3,10800.0,3240.0,29160.0
12900,557,1308,2,4,2424,2,1,15000.0,1500.0,13500.0
12901,549,995,2,2,742,2,1,15000.0,750.0,14250.0
12902,564,539,2,4,577,1,3,12000.0,1800.0,34200.0
12903,597,1340,1,,2088,1,3,12000.0,1800.0,34200.0
12904,400,1072,1,,2222,1,1,12600.0,1260.0,11340.0
12905,400,1072,1,,2222,1,2,13200.0,528.0,25872.0
12906,100,942,2,3,,2,3,15000.0,2250.0,42750.0
12907,58,1270,1,,500,2,1,13500.0,1350.0,12150.0
12908,58,1270,1,,500,1,2,12000.0,2400.0,21600.0
12909,368,929,1,,849,1,3,13200.0,3960.0,35640.0
12910,431,1487,2,1,1072,1,3,13200.0,1980.0,37620.0
12911,80,437,2,1,816,2,3,13500.0,810.0,39690.0
12912,351,554,1,,1785,1,2,10800.0,2160.0,19440.0
12913,2,948,1,,622,2,1,15000.0,0.0,15000.0
12914,199,397,1,,2689,2,2,15000.0,600.0,29400.0
12915,199,397,1,,2689,1,1,13200.0,264.0,12936.0
12916,105,988,2,4,1373,1,2,10800.0,2160.0,19440.0
12917,540,1216,1,,2989,2,2,15000.0,1500.0,28500.0
12918,632,503,2,3,181,2,1,15750.0,315.0,15435.0
12919,111,687,1,,,2,3,15000.0,4500.0,40500.0
12920,111,687,1,,,1,2,10800.0,2160.0,19440.0
12921,148,1278,1,,485,2,3,15000.0,4500.0,40500.0
12922,148,1278,1,,485,1,2,13200.0,528.0,25872.0
12923,227,114,2,2,,1,1,10800.0,0.0,10800.0
12924,241,1315,2,3,937,2,3,15000.0,2250.0,42750.0
12925,194,436,1,,1089,1,2,10800.0,1080.0,20520.0
12926,194,436,1,,1089,1,2,12000.0,480.0,23520.0
12927,3,54,1,,1842,1,2,13200.0,0.0,26400.0
12928,3,54,1,,1842,1,2,12600.0,504.0,24696.0
12929,527,887,1,,2613,2,3,15750.0,0.0,47250.0
12930,599,852,2,1,1859,2,2,15000.0,600.0,29400.0
12931,153,176,1,,927,2,3,15000.0,4500.0,40500.0
12932,360,996,2,1,32,1,3,12000.0,3600.0,32400.0
12933,360,996,2,1,32,1,3,12000.0,720.0,35280.0
12934,360,996,2,1,32,1,2,12000.0,1200.0,22800.0
12935,260,942,1,,2625,2,3,13500.0,2025.0,38475.0
12936,190,909,2,1,3012,2,3,15750.0,2362.5,44887.5
12937,190,909,2,1,3012,1,2,12000.0,2400.0,21600.0
12938,493,610,1,,1263,2,1,13500.0,270.0,13230.0
12939,529,79,2,2,1233,2,3,15000.0,2250.0,42750.0
12940,529,79,2,2,1233,1,2,12000.0,1200.0,22800.0
12941,280,1003,1,,866,2,3,16500.0,2475.0,47025.0
12942,440,1140,2,1,2102,2,2,15000.0,600.0,29400.0
12943,2,887,1,,,2,2,16500.0,1650.0,31350.0
12944,466,396,2,1,455,1,2,12600.0,2520.0,22680.0
12945,285,1193,1,,646,1,2,13200.0,2640.0,23760.0
12946,285,1193,1,,646,1,2,12000.0,2400.0,21600.0
12947,285,1193,1,,646,1,3,12000.0,0.0,36000.0
12948,617,1010,1,,,2,2,15000.0,3000.0,27000.0
12949,617,1010,1,,,1,1,12600.0,0.0,12600.0
12950,69,327,1,,646,1,2,12000.0,0.0,24000.0
12951,194,368,2,2,991,1,1,13200.0,264.0,12936.0
12952,203,961,2,2,2706,1,3,12000.0,720.0,35280.0
12953,393,52,1,,1119,2,3,13500.0,2025.0,38475.0
12954,393,52,1,,1119,2,3,15000.0,0.0,45000.0
12955,350,1300,2,2,3164,2,3,16500.0,2475.0,47025.0
12956,294,1079,1,,675,1,2,10800.0,0.0,21600.0
12957,82,1168,2,1,2127,2,3,15750.0,945.0,46305.0
12958,543,1254,1,,2146,2,3,15000.0,0.0,45000.0
12959,85,277,1,,2126,1,2,12000.0,0.0,24000.0
12960,593,1252,2,2,2840,2,2,15000.0,600.0,29400.0
12961,83,999,1,,1101,1,1,12000.0,0.0,12000.0
12962,574,907,1,,772,2,3,13500.0,0.0,40500.0
12963,360,812,1,,2155,2,2,15000.0,0.0,30000.0
12964,357,240,1,,3183,1,2,12000.0,480.0,23520.0
12965,357,240,1,,3183,1,1,12000.0,240.0,11760.0
12966,54,1146,1,,1588,2,3,15750.0,2362.5,44887.5
12967,480,1009,1,,2810,1,1,13200.0,660.0,12540.0
12968,392,1059,2,3,3134,1,1,10800.0,1080.0,9720.0
12969,392,1059,2,3,3134,2,3,15000.0,2250.0,42750.0
12970,392,1059,2,3,3134,2,3,15000.0,900.0,44100.0
12971,100,1176,2,1,,2,2,15750.0,630.0,30870.0
12972,100,1176,2,1,,1,2,12000.0,0.0,24000.0
12973,190,637,1,,2450,1,3,12000.0,0.0,36000.0
12974,143,1455,1,,398,2,3,15000.0,2250.0,42750.0
12975,116,696,1,,2659,2,1,15000.0,300.0,14700.0
12976,430,224,1,,,2,1,16500.0,330.0,16170.0
12977,439,1494,1,,591,1,2,12000.0,0.0,24000.0
12978,439,1494,1,,591,1,1,12600.0,0.0,12600.0
12979,615,1022,1,,2270,1,1,10800.0,216.0,10584.0
12980,615,1022,1,,2270,1,1,12000.0,1200.0,10800.0
12981,570,1463,1,,1192,1,1,12000.0,600.0,11400.0
12982,570,1463,1,,1192,2,2,15000.0,0.0,30000.0
12983,316,714,1,,26,2,3,15000.0,2250.0,42750.0
12984,352,714,1,,501,2,1,15000.0,0.0,15000.0
12985,630,1458,2,2,2831,1,2,10800.0,432.0,21168.0
12986,428,239,2,2,275,2,3,15000.0,2250.0,42750.0
12987,428,239,2,2,275,1,1,12000.0,240.0,11760.0
12988,635,525,1,,,1,3,12000.0,1800.0,34200.0
12989,635,525,1,,,1,1,12000.0,1200.0,10800.0
12990,142,647,1,,1012,2,2,16500.0,1650.0,31350.0
12991,416,195,1,,940,2,2,13500.0,540.0,26460.0
12992,416,195,1,,940,2,1,15750.0,1575.0,14175.0
12993,187,558,2,4,1752,2,2,15000.0,0.0,30000.0
12994,533,1248,2,2,294,1,1,12600.0,0.0,12600.0
12995,533,1248,2,2,294,1,2,10800.0,1080.0,20520.0
12996,341,409,1,,1889,1,3,12000.0,720.0,35280.0
12997,506,973,1,,117,1,2,12600.0,1260.0,23940.0
12998,136,642,1,,2267,1,2,13200.0,1320.0,25080.0
12999,314,533,1,,2804,1,2,12000.0,1200.0,22800.0
13000,593,591,1,,1095,1,2,12000.0,0.0,24000.0
13001,164,919,1,,615,2,2,16500.0,3300.0,29700.0
13002,164,919,1,,615,1,3,12000.0,720.0,35280.0
13003,182,578,1,,2652,1,2,10800.0,0.0,21600.0
13004,334,1238,2,3,1703,2,2,15000.0,0.0,30000.0
13005,361,614,1,,1403,2,3,15000.0,900.0,44100.0
13006,361,614,1,,1403,1,3,13200.0,3960.0,35640.0
13007,263,142,2,1,250,1,2,12600.0,504.0,24696.0
13008,263,142,2,1,250,1,3,12000.0,720.0,35280.0
13009,489,1046,2,4,2986,2,1,15000.0,300.0,14700.0
13010,209,127,1,,1543,1,1,12000.0,0.0,12000.0
13011,209,127,1,,1543,2,2,15000.0,600.0,29400.0
13012,242,1372,1,,2165,1,1,12000.0,600.0,11400.0
13013,569,238,1,,113,1,1,10800.0,0.0,10800.0
13014,535,1389,2,4,2710,2,1,15000.0,750.0,14250.0
13015,93,118,1,,1508,1,3,12600.0,756.0,37044.0
13016,389,1047,2,3,380,2,2,16500.0,1650.0,31350.0
13017,389,1047,2,3,380,2,2,13500.0,1350.0,25650.0
13018,204,565,1,,3054,2,1,15000.0,300.0,14700.0
13019,478,499,1,,218,2,2,15000.0,3000.0,27000.0
13020,194,252,1,,445,1,3,12000.0,3600.0,32400.0
13021,194,252,1,,445,2,2,15750.0,0.0,31500.0
13022,576,1272,1,,3009,1,3,12000.0,1800.0,34200.0
13023,282,1402,2,3,1370,1,3,12000.0,720.0,35280.0
13024,352,410,2,4,1330,1,3,13200.0,1980.0,37620.0
13025,128,165,1,,2565,1,3,12000.0,0.0,36000.0
13026,128,165,1,,2565,1,3,12000.0,0.0,36000.0
13027,124,1065,2,4,2734,1,3,10800.0,648.0,31752.0
13028,176,1296,2,2,3204,2,2,15000.0,1500.0,28500.0
13029,383,855,1,,459,2,2,15000.0,0.0,30000.0
13030,383,855,1,,459,2,2,15000.0,0.0,30000.0
13031,383,855,1,,459,1,3,12600.0,3780.0,34020.0
13032,205,1238,1,,2060,2,1,15000.0,300.0,14700.0
13033,564,912,1,,1797,2,3,15000.0,2250.0,42750.0
13034,564,912,1,,1797,1,3,12000.0,1800.0,34200.0
13035,352,1104,2,4,2942,1,2,12000.0,2400.0,21600.0
13036,421,659,1,,1179,2,3,15000.0,0.0,45000.0
13037,121,220,2,3,,1,2,12000.0,480.0,23520.0
13038,608,1198,1,,1448,2,2,15000.0,1500.0,28500.0
13039,608,1198,1,,1448,2,3,15000.0,4500.0,40500.0
13040,20,409,2,4,772,2,3,13500.0,4050.0,36450.0
13041,176,839,1,,329,1,1,10800.0,216.0,10584.0
13042,294,80,1,,1088,2,1,15000.0,750.0,14250.0
13043,99,1330,1,,2368,1,2,12000.0,0.0,24000.0
13044,65,1104,1,,1525,1,1,12600.0,1260.0,11340.0
13045,373,749,1,,1981,1,2,12600.0,504.0,24696.0
13046,538,719,1,,1156,1,2,10800.0,2160.0,19440.0
13047,503,809,1,,2342,2,1,16500.0,330.0,16170.0
13048,503,809,1,,2342,1,1,12600.0,0.0,12600.0
13049,569,1284,1,,855,2,1,15000.0,750.0,14250.0
13050,258,1354,1,,3021,1,3,12000.0,1800.0,34200.0
13051,275,653,1,,,1,2,10800.0,2160.0,19440.0
13052,588,351,1,,930,1,2,12000.0,0.0,24000.0
13053,588,351,1,,930,2,2,15000.0,600.0,29400.0
13054,541,199,1,,221,2,3,13500.0,4050.0,36450.0
13055,541,199,1,,221,2,2,15750.0,3150.0,28350.0
13056,131,619,1,,466,2,2,15750.0,0.0,31500.0
13057,259,1413,2,1,580,1,2,12600.0,2520.0,22680.0
13058,131,467,2,4,91,1,1,12000.0,240.0,11760.0
13059,246,338,2,4,,1,2,12600.0,1260.0,23940.0
13060,525,415,2,1,2352,1,3,12600.0,1890.0,35910.0
13061,140,1337,2,2,2235,1,1,12000.0,1200.0,10800.0
13062,73,444,1,,2399,2,1,15000.0,300.0,14700.0
13063,615,812,1,,424,1,1,12000.0,0.0,12000.0
13064,615,812,1,,424,1,3,12000.0,3600.0,32400.0
13065,459,265,1,,1787,1,3,10800.0,1620.0,30780.0
13066,459,265,1,,1787,2,1,15000.0,750.0,14250.0
13067,517,748,2,1,2943,1,2,10800.0,0.0,21600.0
13068,50,945,1,,1240,2,1,13500.0,0.0,13500.0
13069,61,1347,2,2,1051,2,1,13500.0,270.0,13230.0
13070,86,744,1,,1898,1,3,12000.0,3600.0,32400.0
13071,219,1274,1,,742,1,2,10800.0,432.0,21168.0
13072,219,1274,1,,742,2,1,15750.0,1575.0,14175.0
13073,398,758,1,,597,2,1,15000.0,0.0,15000.0
13074,217,851,1,,2447,1,1,12000.0,240.0,11760.0
13075,214,1026,2,4,2021,1,2,12000.0,2400.0,21600.0
13076,303,1185,1,,2887,1,2,12000.0,1200.0,22800.0
13077,341,193,1,,2953,2,1,15000.0,1500.0,13500.0
13078,237,1322,1,,1052,2,2,15000.0,600.0,29400.0
13079,557,1405,1,,956,1,2,12000.0,2400.0,21600.0
13080,3,757,1,,1940,2,2,15000.0,1500.0,28500.0
13081,631,1146,2,2,2827,1,3,12000.0,720.0,35280.0
13082,631,1146,2,2,2827,1,2,12600.0,2520.0,22680.0
13083,182,404,2,2,2181,1,2,12000.0,480.0,23520.0
13084,335,888,1,,1238,2,1,15000.0,1500.0,13500.0
13085,335,888,1,,1238,2,1,15000.0,0.0,15000.0
13086,520,841,2,4,2078,1,3,12000.0,0.0,36000.0
13087,456,159,1,,1374,1,2,12000.0,2400.0,21600.0
13088,456,159,1,,1374,2,1,15750.0,315.0,15435.0
13089,153,1376,2,1,1047,2,2,13500.0,540.0,26460.0
13090,492,1105,2,1,2446,2,3,15000.0,0.0,45000.0
13091,492,1105,2,1,2446,1,1,10800.0,540.0,10260.0
13092,492,1105,2,1,2446,1,1,12000.0,0.0,12000.0
13093,57,165,2,1,1410,1,1,10800.0,540.0,10260.0
13094,519,1356,1,,1718,1,2,12000.0,2400.0,21600.0
13095,249,692,2,1,41,1,1,10800.0,540.0,10260.0
13096,236,661,1,,305,1,2,12000.0,2400.0,21600.0
13097,260,1170,2,2,1216,1,2,10800.0,432.0,21168.0
13098,150,195,2,2,1273,2,2,15000.0,3000.0,27000.0
13099,150,195,2,2,1273,2,3,15000.0,900.0,44100.0
13100,628,430,1,,192,1,3,12000.0,1800.0,34200.0
13101,628,430,1,,192,1,2,10800.0,432.0,21168.0
13102,628,430,1,,192,2,1,15000.0,1500.0,13500.0
13103,395,1087,2,4,745,2,2,15750.0,3150.0,28350.0
13104,452,759,2,2,1945,1,1,12600.0,630.0,11970.0
13105,20,1419,1,,1496,2,3,15000.0,0.0,45000.0
13106,12,423,1,,,1,1,12000.0,0.0,12000.0
13107,202,1181,1,,,1,3,12000.0,0.0,36000.0
13108,168,1457,1,,,1,1,12000.0,1200.0,10800.0
13109,212,647,2,1,2573,1,2,12600.0,1260.0,23940.0
13110,505,1451,1,,2869,2,1,15000.0,750.0,14250.0
13111,316,809,2,1,1458,1,1,12000.0,240.0,11760.0
13112,316,809,2,1,1458,2,1,13500.0,0.0,13500.0
13113,177,978,2,1,852,1,2,12600.0,504.0,24696.0
13114,476,1199,1,,282,2,2,15750.0,3150.0,28350.0
13115,121,1053,1,,2529,1,1,12000.0,240.0,11760.0
13116,54,1348,2,3,2028,2,3,15750.0,0.0,47250.0
13117,443,717,2,3,1635,2,1,15000.0,750.0,14250.0
13118,1,88,1,,3086,1,3,12000.0,3600.0,32400.0
13119,304,938,2,4,3123,2,2,15750.0,0.0,31500.0
13120,304,938,2,4,3123,1,2,13200.0,528.0,25872.0
13121,251,1148,2,4,1963,1,3,12600.0,0.0,37800.0
13122,327,63,2,2,253,2,2,15000.0,600.0,29400.0
13123,327,63,2,2,253,2,1,16500.0,0.0,16500.0
13124,524,835,1,,2840,1,1,12000.0,1200.0,10800.0
13125,524,835,1,,2840,1,3,12000.0,720.0,35280.0
13126,323,921,1,,119,1,2,12600.0,1260.0,23940.0
13127,323,921,1,,119,1,2,12000.0,0.0,24000.0
13128,323,921,1,,119,2,1,16500.0,1650.0,14850.0
13129,65,658,1,,,1,2,12600.0,0.0,25200.0
13130,135,901,2,3,1276,1,2,12000.0,1200.0,22800.0
13131,135,901,2,3,1276,1,3,12000.0,720.0,35280.0
13132,460,1193,1,,111,2,2,16500.0,1650.0,31350.0
13133,389,324,2,4,93,2,1,15000.0,300.0,14700.0
13134,389,324,2,4,93,1,3,12600.0,1890.0,35910.0
13135,244,17,1,,418,1,1,12000.0,240.0,11760.0
13136,334,239,1,,237,2,3,15000.0,4500.0,40500.0
13137,118,490,1,,2625,2,1,15000.0,1500.0,13500.0
13138,118,490,1,,2625,2,1,15000.0,300.0,14700.0
13139,298,1265,1,,271,1,2,12000.0,2400.0,21600.0
13140,418,509,2,3,2022,1,2,12600.0,1260.0,23940.0
13141,341,1037,1,,2472,2,1,15000.0,750.0,14250.0
13142,92,547,1,,2344,2,1,15000.0,750.0,14250.0
13143,92,547,1,,2344,1,1,12000.0,1200.0,10800.0
13144,233,634,2,1,2318,1,1,10800.0,216.0,10584.0
13145,371,1422,1,,2495,1,3,12000.0,1800.0,34200.0
13146,157,70,1,,817,1,3,12000.0,1800.0,34200.0
13147,100,729,2,2,60,1,2,12000.0,480.0,23520.0
13148,100,729,2,2,60,2,3,15750.0,945.0,46305.0
13149,616,890,1,,1207,1,3,12000.0,1800.0,34200.0
13150,253,955,1,,286,1,3,12000.0,0.0,36000.0
13151,324,1004,2,3,1906,2,3,15000.0,2250.0,42750.0
13152,53,727,1,,2900,2,3,16500.0,990.0,48510.0
13153,53,727,1,,2900,2,3,15000.0,0.0,45000.0
13154,53,727,1,,2900,1,2,10800.0,1080.0,20520.0
13155,178,1231,1,,1595,2,1,15000.0,0.0,15000.0
13156,178,1231,1,,1595,2,2,15000.0,0.0,30000.0
13157,218,861,1,,646,1,2,12000.0,1200.0,22800.0
13158,218,861,1,,646,1,2,12000.0,1200.0,22800.0
13159,593,665,1,,2832,1,2,12000.0,0.0,24000.0
13160,307,893,2,3,2017,2,2,15000.0,0.0,30000.0
13161,307,893,2,3,2017,1,1,12000.0,1200.0,10800.0
13162,230,501,1,,241,2,1,15000.0,1500.0,13500.0
13163,28,205,1,,2812,1,2,12000.0,1200.0,22800.0
13164,398,1213,1,,1544,1,2,12000.0,0.0,24000.0
13165,626,572,2,2,2974,2,2,15000.0,3000.0,27000.0
13166,626,572,2,2,2974,1,1,12000.0,240.0,11760.0
13167,21,215,1,,,2,2,13500.0,2700.0,24300.0
13168,21,215,1,,,2,2,15000.0,3000.0,27000.0
13169,92,968,1,,,2,2,15000.0,0.0,30000.0
13170,587,1489,2,2,,1,1,12000.0,0.0,12000.0
13171,532,1413,1,,82,2,1,13500.0,270.0,13230.0
13172,43,1124,1,,1542,2,2,15750.0,1575.0,29925.0
13173,43,1124,1,,1542,2,2,15000.0,0.0,30000.0
13174,271,830,1,,854,1,1,12000.0,240.0,11760.0
13175,250,210,2,1,1412,1,2,12000.0,1200.0,22800.0
13176,261,427,1,,2983,1,2,13200.0,0.0,26400.0
13177,261,427,1,,2983,1,1,12000.0,0.0,12000.0
13178,154,31,2,4,2161,2,2,15000.0,1500.0,28500.0
13179,265,280,2,1,588,2,3,15000.0,4500.0,40500.0
13180,297,867,2,3,615,2,2,15000.0,1500.0,28500.0
13181,514,176,1,,1462,1,2,13200.0,1320.0,25080.0
13182,141,761,2,3,2793,2,3,15000.0,4500.0,40500.0
13183,141,761,2,3,2793,2,3,15000.0,0.0,45000.0
13184,244,897,2,2,,1,3,12000.0,0.0,36000.0
13185,245,1315,1,,1863,1,3,12000.0,3600.0,32400.0
13186,245,1315,1,,1863,1,3,12000.0,1800.0,34200.0
13187,162,606,1,,877,1,3,12000.0,3600.0,32400.0
13188,162,606,1,,877,2,2,15000.0,1500.0,28500.0
13189,438,1444,1,,2674,1,3,12000.0,1800.0,34200.0
13190,315,1320,2,3,634,1,3,12000.0,3600.0,32400.0
13191,69,348,1,,2261,1,3,10800.0,1620.0,30780.0
13192,219,1226,2,2,140,2,2,15000.0,0.0,30000.0
13193,150,1489,1,,2230,1,1,12000.0,600.0,11400.0
13194,397,293,2,4,2297,1,1,12000.0,600.0,11400.0
13195,83,232,2,4,,2,1,16500.0,0.0,16500.0
13196,254,553,2,2,666,1,1,10800.0,540.0,10260.0
13197,374,434,1,,1347,2,2,15000.0,0.0,30000.0
13198,374,434,1,,1347,1,3,12000.0,3600.0,32400.0
13199,42,184,2,4,26,1,3,12000.0,0.0,36000.0
13200,42,184,2,4,26,1,3,12000.0,1800.0,34200.0
13201,177,1384,1,,,1,1,12600.0,630.0,11970.0
13202,282,428,2,2,940,1,2,12000.0,2400.0,21600.0
13203,269,1174,1,,256,1,3,12000.0,3600.0,32400.0
13204,607,1383,2,4,546,2,3,15000.0,4500.0,40500.0
13205,119,315,2,3,1750,1,1,12000.0,600.0,11400.0
13206,110,1468,1,,392,2,3,16500.0,4950.0,44550.0
13207,423,725,2,2,1585,1,1,12000.0,1200.0,10800.0
13208,423,725,2,2,1585,2,3,13500.0,810.0,39690.0
13209,188,893,1,,,2,2,15000.0,0.0,30000.0
13210,200,945,1,,,1,3,13200.0,1980.0,37620.0
13211,166,1029,1,,,1,3,13200.0,0.0,39600.0
13212,166,1029,1,,,2,1,15750.0,787.5,14962.5
13213,148,897,2,1,,1,1,10800.0,540.0,10260.0
13214,277,459,1,,2871,1,1,10800.0,540.0,10260.0
13215,277,459,1,,2871,2,3,15000.0,900.0,44100.0
13216,36,1409,1,,1781,1,2,12600.0,504.0,24696.0
13217,485,1062,1,,577,2,1,15000.0,1500.0,13500.0
13218,526,632,2,3,35,1,3,12000.0,3600.0,32400.0
13219,5,644,2,2,1481,2,2,15000.0,3000.0,27000.0
13220,5,644,2,2,1481,2,2,15000.0,0.0,30000.0
13221,161,150,2,4,875,1,2,12000.0,480.0,23520.0
13222,304,769,1,,1087,2,1,15750.0,1575.0,14175.0
13223,31,415,2,3,909,1,2,12000.0,1200.0,22800.0
13224,31,415,2,3,909,2,3,16500.0,4950.0,44550.0
13225,31,415,2,3,909,1,2,10800.0,2160.0,19440.0
13226,486,1003,2,1,2119,2,3,15000.0,2250.0,42750.0
13227,135,1420,2,1,,2,2,15000.0,1500.0,28500.0
13228,253,609,1,,945,2,2,15000.0,600.0,29400.0
13229,452,434,2,4,512,1,1,12000.0,0.0,12000.0
13230,452,434,2,4,512,2,1,15000.0,1500.0,13500.0
13231,117,203,1,,41,1,3,12000.0,720.0,35280.0
13232,117,203,1,,41,2,2,13500.0,1350.0,25650.0
13233,456,871,2,2,1338,1,2,12000.0,1200.0,22800.0
13234,398,895,1,,914,1,1,10800.0,0.0,10800.0
13235,41,1427,2,4,182,2,1,16500.0,330.0,16170.0
13236,282,318,1,,917,2,3,15000.0,4500.0,40500.0
13237,282,318,1,,917,1,3,13200.0,792.0,38808.0
13238,441,143,1,,718,1,2,12000.0,1200.0,22800.0
13239,441,143,1,,718,1,3,12000.0,720.0,35280.0
13240,200,824,2,3,253,2,1,13500.0,675.0,12825.0
13241,200,824,2,3,253,1,3,12000.0,0.0,36000.0
13242,308,828,1,,2009,2,1,13500.0,270.0,13230.0
13243,226,534,1,,276,1,2,12000.0,0.0,24000.0
13244,144,958,1,,786,2,1,16500.0,330.0,16170.0
13245,261,541,2,4,624,1,2,12000.0,2400.0,21600.0
13246,467,884,2,4,1389,1,3,12000.0,1800.0,34200.0
13247,467,884,2,4,1389,2,1,15000.0,0.0,15000.0
13248,562,1020,2,4,,1,3,12000.0,1800.0,34200.0
13249,562,1020,2,4,,2,3,15000.0,0.0,45000.0
13250,166,603,1,,1628,1,2,12600.0,0.0,25200.0
13251,166,603,1,,1628,1,1,12600.0,252.0,12348.0
13252,166,603,1,,1628,2,1,15000.0,300.0,14700.0
13253,112,1325,1,,1199,2,1,16500.0,0.0,16500.0
13254,2,1287,1,,176,1,2,10800.0,1080.0,20520.0
13255,341,1246,1,,163,1,2,12000.0,1200.0,22800.0
13256,323,918,1,,44,1,2,12600.0,0.0,25200.0
13257,491,137,2,3,868,2,2,15000.0,1500.0,28500.0
13258,491,137,2,3,868,1,3,12000.0,0.0,36000.0
13259,482,1029,1,,1016,1,3,12000.0,1800.0,34200.0
13260,482,1029,1,,1016,1,3,12000.0,0.0,36000.0
13261,522,233,2,4,2987,1,3,12000.0,1800.0,34200.0
13262,368,1379,1,,2051,2,3,15750.0,0.0,47250.0
13263,368,1379,1,,2051,2,2,15000.0,1500.0,28500.0
13264,507,218,2,4,1756,2,3,15000.0,4500.0,40500.0
13265,507,218,2,4,1756,1,3,12000.0,720.0,35280.0
13266,574,1027,1,,3012,1,3,12000.0,1800.0,34200.0
13267,574,1027,1,,3012,1,3,12600.0,756.0,37044.0
13268,327,1372,2,1,2331,2,3,15000.0,900.0,44100.0
13269,34,1214,1,,2968,2,1,15000.0,1500.0,13500.0
13270,34,1214,1,,2968,2,1,15000.0,300.0,14700.0
13271,197,1405,2,4,123,2,2,15000.0,600.0,29400.0
13272,128,1218,2,2,560,1,2,10800.0,0.0,21600.0
13273,550,788,1,,1103,1,2,12000.0,1200.0,22800.0
13274,550,788,1,,1103,1,2,13200.0,0.0,26400.0
13275,153,1274,2,2,1092,1,3,10800.0,3240.0,29160.0
13276,317,553,1,,3182,2,3,15000.0,0.0,45000.0
13277,625,1075,2,4,3109,1,1,10800.0,540.0,10260.0
13278,493,538,1,,1902,1,2,12000.0,480.0,23520.0
13279,493,538,1,,1902,1,3,12000.0,0.0,36000.0
13280,428,160,1,,1272,1,1,12000.0,1200.0,10800.0
13281,120,908,1,,1225,1,2,12000.0,2400.0,21600.0
13282,528,750,1,,,2,2,15000.0,1500.0,28500.0
13283,257,486,1,,1365,1,3,13200.0,3960.0,35640.0
13284,555,171,2,2,1087,1,2,12000.0,480.0,23520.0
13285,555,171,2,2,1087,1,3,12000.0,720.0,35280.0
13286,197,22,1,,,1,1,12000.0,1200.0,10800.0
13287,197,22,1,,,2,1,15000.0,300.0,14700.0
13288,443,610,1,,,2,2,15000.0,1500.0,28500.0
13289,163,1465,1,,1733,1,3,12000.0,720.0,35280.0
13290,69,1288,2,4,743,1,2,10800.0,1080.0,20520.0
13291,69,1288,2,4,743,1,3,12000.0,3600.0,32400.0
13292,518,613,1,,1092,2,2,15000.0,3000.0,27000.0
13293,541,342,2,2,1604,1,1,12600.0,0.0,12600.0
13294,167,743,2,2,776,2,1,15750.0,315.0,15435.0
13295,167,743,2,2,776,2,3,15000.0,4500.0,40500.0
13296,457,14,2,2,2788,2,1,15750.0,1575.0,14175.0
13297,75,1047,2,4,2110,2,3,15000.0,900.0,44100.0
13298,438,1464,1,,2878,2,2,13500.0,1350.0,25650.0
13299,438,1464,1,,2878,1,1,12000.0,1200.0,10800.0
13300,112,1263,1,,2675,1,1,12000.0,1200.0,10800.0
13301,112,1263,1,,2675,2,1,15000.0,1500.0,13500.0
