shipment_sk,shipped_date_sk,delivered_date_sk,customer_sk,channel_sk,store_sk,ship_addr_sk,status,carrier,tracking_number
8863,526,528,1439,1,,2491,DELIVERED,Correo Argentino,TRK-77G9ON7SS0
8864,163,164,885,2,4,4,DELIVERED,PICKUP,
8865,284,288,874,1,,2533,SHIPPED,Correo Argentino,TRK-SN47SCNQ84
8866,141,146,1083,1,,381,DELIVERED,Correo Argentino,TRK-NSNGURQF9P
8867,43,44,720,2,3,3,DELIVERED,PICKUP,
8868,278,279,507,2,3,3,SHIPPED,PICKUP,
8869,335,340,436,1,,2806,DELIVERED,Correo Argentino,TRK-IFRPCY6HBL
8870,572,576,237,1,,2516,DELIVERED,Correo Argentino,TRK-QP39MOP5M9
8871,114,117,1120,1,,620,DELIVERED,Correo Argentino,TRK-YZ9OH82C40
8872,303,305,1081,1,,501,DELIVERED,Correo Argentino,TRK-K6UK462G9O
8873,529,533,511,1,,146,DELIVERED,Correo Argentino,TRK-JYNSXYL2NT
8874,308,309,1330,2,4,4,SHIPPED,PICKUP,
8875,,,662,2,3,3,CANCELLED,PICKUP,
8876,244,246,87,1,,588,DELIVERED,Correo Argentino,TRK-3YJ09T11KD
8877,331,336,1429,1,,1336,DELIVERED,Correo Argentino,TRK-93EUNMPH6V
8878,86,89,1251,1,,785,DELIVERED,Correo Argentino,TRK-BW4OH3IUZW
8879,606,610,1228,1,,877,SHIPPED,Correo Argentino,TRK-TCEYULJJNA
8880,231,233,1482,1,,1052,DELIVERED,Correo Argentino,TRK-15881YOXGA
8881,479,483,1114,1,,1836,DELIVERED,Correo Argentino,TRK-9SHE54YKZ9
8882,624,625,1489,2,3,3,DELIVERED,PICKUP,
8883,,,538,2,1,1,CANCELLED,PICKUP,
8884,439,441,1306,1,,1557,DELIVERED,Correo Argentino,TRK-7IYWI3FH0W
8885,281,282,1088,2,1,1,DELIVERED,PICKUP,
8886,528,530,458,1,,1095,DELIVERED,Correo Argentino,TRK-BISHDGQSDY
8887,235,240,1105,1,,1593,SHIPPED,Correo Argentino,TRK-A0Y0UE05DV
8888,324,325,229,2,3,3,SHIPPED,PICKUP,
8889,535,538,1387,1,,1845,DELIVERED,Correo Argentino,TRK-Z2PGCGJ3B3
8890,237,242,75,1,,1510,DELIVERED,Correo Argentino,TRK-FLOM4FDZ99
8891,13,17,295,1,,2610,DELIVERED,Correo Argentino,TRK-F99PW3VOYL
8892,212,214,705,1,,1043,DELIVERED,Correo Argentino,TRK-CVWTHU9TRE
8893,531,533,455,1,,730,DELIVERED,Correo Argentino,TRK-B8IIUQRB1C
8894,205,210,213,1,,2141,DELIVERED,Correo Argentino,TRK-W6K468PNN2
8895,479,483,465,1,,2458,DELIVERED,Correo Argentino,TRK-SSUOWFA5RF
8896,193,194,418,2,1,1,DELIVERED,PICKUP,
8897,345,350,477,1,,2290,DELIVERED,Correo Argentino,TRK-V2A8YL3PU2
8898,491,492,619,2,1,1,SHIPPED,PICKUP,
8899,346,348,1101,1,,2342,DELIVERED,Correo Argentino,TRK-3DDC7NF682
8900,483,486,1062,1,,442,READY,Correo Argentino,TRK-L3JWU5WBAP
8901,327,328,101,2,4,4,DELIVERED,PICKUP,
8902,121,126,1270,1,,2599,DELIVERED,Correo Argentino,TRK-944YLPMKEA
8903,364,369,1081,1,,1099,SHIPPED,Correo Argentino,TRK-U0CH8CBT17
8904,252,253,1322,2,1,1,DELIVERED,PICKUP,
8905,157,158,1309,2,2,2,DELIVERED,PICKUP,
8906,389,393,90,1,,2486,DELIVERED,Correo Argentino,TRK-T5063OQGRO
8907,42,47,937,1,,2423,DELIVERED,Correo Argentino,TRK-R8404A359H
8908,109,114,1217,1,,56,DELIVERED,Correo Argentino,TRK-Q2BW3BIBSJ
8909,181,183,611,1,,766,SHIPPED,Correo Argentino,TRK-PJZU11L9SN
8910,544,545,1374,2,2,2,DELIVERED,PICKUP,
8911,289,291,701,1,,147,DELIVERED,Correo Argentino,TRK-M6Q24JXFL5
8912,561,562,1147,2,1,1,DELIVERED,PICKUP,
8913,368,369,14,2,4,4,DELIVERED,PICKUP,
8914,271,276,1499,1,,2518,DELIVERED,Correo Argentino,TRK-Z030MMNQQK
8915,606,610,1135,1,,1406,DELIVERED,Correo Argentino,TRK-VZ2Z0YPVLH
8916,633,638,1110,1,,1908,DELIVERED,Correo Argentino,TRK-C0KASSKA6V
8917,593,594,1044,2,1,1,DELIVERED,PICKUP,
8918,,,482,2,1,1,CANCELLED,PICKUP,
8919,480,481,413,2,3,3,DELIVERED,PICKUP,
8920,320,322,891,1,,1721,DELIVERED,Correo Argentino,TRK-SKI9VU24PS
8921,275,277,310,1,,1687,DELIVERED,Correo Argentino,TRK-FBC662KKI6
8922,27,31,1279,1,,939,DELIVERED,Correo Argentino,TRK-HHMH5SQ0SJ
8923,634,635,223,2,1,1,DELIVERED,PICKUP,
8924,242,244,173,1,,2084,DELIVERED,Correo Argentino,TRK-YCL9TVWB7M
8925,73,76,1302,1,,3072,DELIVERED,Correo Argentino,TRK-EQ3Q7423NU
8926,297,298,454,2,4,4,DELIVERED,PICKUP,
8927,286,287,559,2,4,4,DELIVERED,PICKUP,
8928,548,549,894,2,2,2,DELIVERED,PICKUP,
8929,107,111,805,1,,500,SHIPPED,Correo Argentino,TRK-CQ9767X9QE
8930,449,453,1037,1,,2350,DELIVERED,Correo Argentino,TRK-VRHBI7N7IQ
8931,,,743,2,3,3,CANCELLED,PICKUP,
8932,401,405,1413,1,,955,SHIPPED,Correo Argentino,TRK-KK2YJ4P2J5
8933,157,159,386,1,,1776,DELIVERED,Correo Argentino,TRK-OJ7S8IG4K9
8934,431,433,1004,1,,2744,DELIVERED,Correo Argentino,TRK-BEW2M5O5M5
8935,427,428,318,2,1,1,DELIVERED,PICKUP,
8936,,,7,1,,556,CANCELLED,Correo Argentino,
8937,,,1453,2,3,3,CANCELLED,PICKUP,
8938,143,148,1167,1,,262,DELIVERED,Correo Argentino,TRK-Z7OSKJFZ3S
8939,139,143,1248,1,,3174,DELIVERED,Correo Argentino,TRK-LWA5MTJWCI
8940,352,354,1184,1,,2348,DELIVERED,Correo Argentino,TRK-9FS472XKNU
8941,,,129,2,4,4,CANCELLED,PICKUP,
8942,556,559,69,1,,154,DELIVERED,Correo Argentino,TRK-CTQHOO37JU
8943,252,254,1362,1,,2420,SHIPPED,Correo Argentino,TRK-B8KOUOJBU8
8944,322,323,683,2,4,4,DELIVERED,PICKUP,
8945,393,395,49,1,,548,DELIVERED,Correo Argentino,TRK-JYA3NN5JHY
8946,122,125,679,1,,226,DELIVERED,Correo Argentino,TRK-M6LPO9Z8TP
8947,438,439,117,2,4,4,DELIVERED,PICKUP,
8948,,,621,2,3,3,CANCELLED,PICKUP,
8949,450,456,1395,1,,152,DELIVERED,Correo Argentino,TRK-7C075QPT8Q
8950,24,26,271,1,,2135,DELIVERED,Correo Argentino,TRK-3G0X7LRPPU
8951,634,637,1275,1,,434,DELIVERED,Correo Argentino,TRK-HILZPRXPCT
8952,,,539,1,,1875,CANCELLED,Correo Argentino,
8953,248,251,541,1,,2127,SHIPPED,Correo Argentino,TRK-C80M5S3V8K
8954,455,457,791,1,,181,DELIVERED,Correo Argentino,TRK-OJWKZ6SMNK
8955,492,496,864,1,,462,SHIPPED,Correo Argentino,TRK-6WSJE7AEYL
8956,456,460,1171,1,,1609,DELIVERED,Correo Argentino,TRK-9AX1ZWKDL2
8957,9,10,331,2,3,3,DELIVERED,PICKUP,
8958,598,599,468,2,3,3,DELIVERED,PICKUP,
8959,577,579,722,1,,169,DELIVERED,Correo Argentino,TRK-MGHOFTGBRE
8960,265,270,586,1,,3109,DELIVERED,Correo Argentino,TRK-T090SROMGW
8961,216,218,490,1,,7,DELIVERED,Correo Argentino,TRK-75GBMKTK97
8962,11,15,527,1,,735,DELIVERED,Correo Argentino,TRK-7U2PU9YFL8
8963,360,361,1418,2,4,4,DELIVERED,PICKUP,
8964,107,109,216,1,,3010,DELIVERED,Correo Argentino,TRK-UYBNJZA42O
8965,22,24,1273,1,,1695,DELIVERED,Correo Argentino,TRK-M0D80629YV
8966,425,429,262,1,,2196,SHIPPED,Correo Argentino,TRK-I770WTPUY3
8967,,,118,2,3,3,CANCELLED,PICKUP,
8968,240,245,899,1,,1606,DELIVERED,Correo Argentino,TRK-R7UI7CG0HR
8969,410,412,861,1,,2137,DELIVERED,Correo Argentino,TRK-4OI2PQHGN1
8970,133,136,337,1,,126,SHIPPED,Correo Argentino,TRK-28NY91M3FH
8971,357,358,1434,2,4,4,DELIVERED,PICKUP,
8972,532,537,1379,1,,154,DELIVERED,Correo Argentino,TRK-M30QZZRWA1
8973,190,193,923,1,,1680,READY,Correo Argentino,TRK-LF17HQ46FO
8974,554,555,741,2,3,3,DELIVERED,PICKUP,
8975,561,565,160,1,,2635,DELIVERED,Correo Argentino,TRK-SPSWY0WD8F
8976,598,603,721,1,,305,DELIVERED,Correo Argentino,TRK-0KVVY47R8Z
8977,16,17,524,2,4,4,DELIVERED,PICKUP,
8978,473,476,1042,1,,2104,DELIVERED,Correo Argentino,TRK-9TOV6MHVPU
8979,,,768,1,,2451,CANCELLED,Correo Argentino,
8980,478,479,949,2,3,3,SHIPPED,PICKUP,
8981,217,219,1427,1,,2435,READY,Correo Argentino,TRK-KBLH55RN3O
8982,377,382,477,1,,2608,READY,Correo Argentino,TRK-OSMC76MJPK
8983,457,458,44,2,4,4,DELIVERED,PICKUP,
8984,359,365,184,1,,610,DELIVERED,Correo Argentino,TRK-MNEV1BHDZL
8985,43,45,78,1,,2571,READY,Correo Argentino,TRK-BRMQZ2NZBR
8986,198,199,1378,2,2,2,DELIVERED,PICKUP,
8987,192,195,168,1,,641,SHIPPED,Correo Argentino,TRK-TUXZZW3JH3
8988,171,172,806,2,2,2,DELIVERED,PICKUP,
8989,639,644,1149,1,,525,DELIVERED,Correo Argentino,TRK-Q645LPWS0Q
8990,9,12,460,1,,1397,DELIVERED,Correo Argentino,TRK-2TYRX5DXPX
8991,600,601,804,2,4,4,DELIVERED,PICKUP,
8992,630,635,917,1,,2649,DELIVERED,Correo Argentino,TRK-MTN6494O6O
8993,412,413,416,2,1,1,DELIVERED,PICKUP,
8994,149,150,1070,2,1,1,DELIVERED,PICKUP,
8995,397,398,1219,2,4,4,DELIVERED,PICKUP,
8996,542,543,246,2,2,2,READY,PICKUP,
8997,484,485,960,2,1,1,DELIVERED,PICKUP,
8998,,,1250,1,,3032,CANCELLED,Correo Argentino,
8999,433,436,1317,1,,2916,DELIVERED,Correo Argentino,TRK-F4P3H9WNLV
9000,422,425,361,1,,1285,DELIVERED,Correo Argentino,TRK-4V4LWVHYS7
9001,238,239,196,2,3,3,SHIPPED,PICKUP,
9002,127,128,75,2,1,1,SHIPPED,PICKUP,
9003,572,575,513,1,,494,SHIPPED,Correo Argentino,TRK-UMDY517S9G
9004,543,546,947,1,,2676,DELIVERED,Correo Argentino,TRK-OLKMOPB95P
9005,288,294,432,1,,827,SHIPPED,Correo Argentino,TRK-D8UP5JOUT7
9006,339,343,831,1,,2209,DELIVERED,Correo Argentino,TRK-FF1NMK0W54
9007,368,370,1231,1,,684,DELIVERED,Correo Argentino,TRK-TU7HA7JYPF
9008,211,213,1408,1,,760,SHIPPED,Correo Argentino,TRK-GOXYYFLUCT
9009,116,117,266,2,3,3,DELIVERED,PICKUP,
9010,352,353,1213,2,1,1,DELIVERED,PICKUP,
9011,445,450,1286,1,,1229,DELIVERED,Correo Argentino,TRK-WEINIICVWL
9012,,,1129,1,,4,CANCELLED,Correo Argentino,
9013,265,271,1369,1,,1760,DELIVERED,Correo Argentino,TRK-48W0F3CJAB
9014,176,177,296,2,1,1,DELIVERED,PICKUP,
9015,,,196,1,,1961,CANCELLED,Correo Argentino,
9016,447,448,695,2,2,2,DELIVERED,PICKUP,
9017,306,307,914,2,3,3,DELIVERED,PICKUP,
9018,598,601,1124,1,,2268,DELIVERED,Correo Argentino,TRK-1CM2DGGXQF
9019,463,464,629,2,1,1,DELIVERED,PICKUP,
9020,181,182,1234,2,1,1,DELIVERED,PICKUP,
9021,630,631,1129,2,1,1,DELIVERED,PICKUP,
9022,595,596,867,2,1,1,DELIVERED,PICKUP,
9023,293,298,468,1,,1383,DELIVERED,Correo Argentino,TRK-29TOYDFFT4
9024,238,245,317,1,,3192,DELIVERED,Correo Argentino,TRK-B1TK9JUFZS
9025,319,321,619,1,,3120,DELIVERED,Correo Argentino,TRK-EHD7JDE4Z4
9026,446,451,1269,1,,2087,DELIVERED,Correo Argentino,TRK-TINJQWGU6S
9027,,,1416,1,,969,CANCELLED,Correo Argentino,
9028,574,578,747,1,,30,DELIVERED,Correo Argentino,TRK-WDWU02HW47
9029,,,493,1,,2043,CANCELLED,Correo Argentino,
9030,259,266,1170,1,,2393,DELIVERED,Correo Argentino,TRK-3XHU7MC7JE
9031,392,394,1068,1,,1091,SHIPPED,Correo Argentino,TRK-0FXMLZNUXD
9032,570,573,1416,1,,875,DELIVERED,Correo Argentino,TRK-1I8MLXPAAK
9033,480,481,818,2,2,2,DELIVERED,PICKUP,
9034,68,69,212,2,4,4,DELIVERED,PICKUP,
9035,549,550,1196,2,2,2,DELIVERED,PICKUP,
9036,49,50,336,2,4,4,DELIVERED,PICKUP,
9037,172,177,205,1,,2563,DELIVERED,Correo Argentino,TRK-TLW1V07VNA
9038,357,359,667,1,,1283,DELIVERED,Correo Argentino,TRK-PICP06QSUN
9039,245,250,1390,1,,1379,DELIVERED,Correo Argentino,TRK-ME0FZODTOD
9040,249,253,597,1,,1281,DELIVERED,Correo Argentino,TRK-4LJEAJQV7X
9041,479,480,1290,2,2,2,SHIPPED,PICKUP,
9042,543,547,594,1,,715,DELIVERED,Correo Argentino,TRK-FDM8CNA3SU
9043,326,331,1192,1,,2371,DELIVERED,Correo Argentino,TRK-TOB1AQ1LE3
9044,602,605,86,1,,1212,SHIPPED,Correo Argentino,TRK-S2TT8I21LM
9045,324,326,178,1,,848,SHIPPED,Correo Argentino,TRK-92LV06K0VG
9046,566,567,659,2,2,2,DELIVERED,PICKUP,
9047,457,458,349,2,3,3,DELIVERED,PICKUP,
9048,,,653,1,,3185,CANCELLED,Correo Argentino,
9049,128,130,984,1,,1297,SHIPPED,Correo Argentino,TRK-FHIA4GUEV8
9050,264,270,1397,1,,2310,DELIVERED,Correo Argentino,TRK-7MPEI8U92N
9051,93,94,400,2,3,3,DELIVERED,PICKUP,
9052,533,534,1227,2,3,3,DELIVERED,PICKUP,
9053,443,445,714,1,,2463,DELIVERED,Correo Argentino,TRK-NV34NTP7GP
9054,90,93,677,1,,2436,DELIVERED,Correo Argentino,TRK-FQ7TQINS37
9055,611,616,145,1,,2414,SHIPPED,Correo Argentino,TRK-7G6H0MHGDI
9056,11,12,1366,2,4,4,DELIVERED,PICKUP,
9057,278,279,824,2,2,2,DELIVERED,PICKUP,
9058,458,460,1165,1,,28,DELIVERED,Correo Argentino,TRK-XKMBO3UQNT
9059,292,298,1158,1,,743,DELIVERED,Correo Argentino,TRK-BLQB9YW88E
9060,115,121,1410,1,,1402,DELIVERED,Correo Argentino,TRK-FP4D2KBSFZ
9061,589,592,952,1,,2815,DELIVERED,Correo Argentino,TRK-097R1VSN00
9062,315,317,709,1,,28,DELIVERED,Correo Argentino,TRK-WNHU2POEV3
9063,486,491,1029,1,,2525,DELIVERED,Correo Argentino,TRK-PUEKUQ7JFO
9064,154,155,1392,2,1,1,DELIVERED,PICKUP,
9065,142,143,1020,2,1,1,DELIVERED,PICKUP,
9066,392,394,649,1,,1034,DELIVERED,Correo Argentino,TRK-CISU9JY28N
9067,193,198,21,1,,1559,SHIPPED,Correo Argentino,TRK-VCINTY70TD
9068,329,334,459,1,,2888,SHIPPED,Correo Argentino,TRK-Y2A2YSQGK2
9069,306,307,322,2,3,3,SHIPPED,PICKUP,
9070,262,263,446,2,1,1,SHIPPED,PICKUP,
9071,172,173,589,2,3,3,DELIVERED,PICKUP,
9072,506,507,1377,2,3,3,READY,PICKUP,
9073,402,407,352,1,,146,SHIPPED,Correo Argentino,TRK-9OTZ940CEN
9074,577,580,895,1,,50,DELIVERED,Correo Argentino,TRK-ZWFNG9GASV
9075,192,193,785,2,1,1,DELIVERED,PICKUP,
9076,343,345,1338,1,,2004,SHIPPED,Correo Argentino,TRK-Y81LWHFUY7
9077,129,130,587,2,3,3,DELIVERED,PICKUP,
9078,257,258,69,2,4,4,DELIVERED,PICKUP,
9079,401,402,1370,2,2,2,SHIPPED,PICKUP,
9080,143,145,1143,1,,1417,READY,Correo Argentino,TRK-QIQ2424YD0
9081,425,427,768,1,,2713,DELIVERED,Correo Argentino,TRK-F4ITEAPMCG
9082,46,52,1440,1,,2631,DELIVERED,Correo Argentino,TRK-P9ASZJQK64
9083,,,319,1,,2064,CANCELLED,Correo Argentino,
9084,30,31,1300,2,1,1,DELIVERED,PICKUP,
9085,185,189,488,1,,1106,DELIVERED,Correo Argentino,TRK-72XY9SDAIK
9086,153,154,1192,2,1,1,DELIVERED,PICKUP,
9087,290,295,1394,1,,1178,DELIVERED,Correo Argentino,TRK-EY12A3YBQB
9088,,,286,2,4,4,CANCELLED,PICKUP,
9089,356,357,267,2,2,2,DELIVERED,PICKUP,
9090,569,573,1273,1,,1917,DELIVERED,Correo Argentino,TRK-EGT04JWE3Z
9091,35,37,573,1,,1390,DELIVERED,Correo Argentino,TRK-66YLYPZ5W6
9092,150,154,1328,1,,2072,DELIVERED,Correo Argentino,TRK-XEA6LZ9SAG
9093,255,257,445,1,,2245,DELIVERED,Correo Argentino,TRK-VO8SMKLG7D
9094,574,575,185,2,3,3,DELIVERED,PICKUP,
9095,349,350,38,2,4,4,SHIPPED,PICKUP,
9096,281,282,203,2,1,1,DELIVERED,PICKUP,
9097,226,230,669,1,,10,DELIVERED,Correo Argentino,TRK-HW73RXTOOF
9098,582,586,21,1,,1683,DELIVERED,Correo Argentino,TRK-C4F7709JPX
9099,,,114,2,2,2,CANCELLED,PICKUP,
9100,281,286,1186,1,,825,SHIPPED,Correo Argentino,TRK-KOJM5MK3F2
9101,165,170,680,1,,568,DELIVERED,Correo Argentino,TRK-KPH8M2FT3X
9102,390,392,1336,1,,1415,DELIVERED,Correo Argentino,TRK-FBKEKI55UH
9103,220,224,1253,1,,1096,DELIVERED,Correo Argentino,TRK-UGZ8CE9QWD
9104,228,229,722,2,3,3,DELIVERED,PICKUP,
9105,,,73,1,,2447,CANCELLED,Correo Argentino,
9106,26,31,1374,1,,2340,DELIVERED,Correo Argentino,TRK-MX2Y3D4HZY
9107,618,619,490,2,2,2,DELIVERED,PICKUP,
9108,503,506,711,1,,784,DELIVERED,Correo Argentino,TRK-15WO503JGZ
9109,392,395,847,1,,809,DELIVERED,Correo Argentino,TRK-6ZP296MM6E
9110,38,39,533,2,3,3,DELIVERED,PICKUP,
9111,237,238,897,2,4,4,SHIPPED,PICKUP,
9112,307,310,1169,1,,1067,DELIVERED,Correo Argentino,TRK-5531OFCR8E
9113,304,308,165,1,,689,DELIVERED,Correo Argentino,TRK-JWA0GYUNFZ
9114,173,175,566,1,,364,DELIVERED,Correo Argentino,TRK-202N9O3FF9
9115,68,69,1221,2,4,4,DELIVERED,PICKUP,
9116,146,147,429,2,1,1,DELIVERED,PICKUP,
9117,164,165,654,2,4,4,DELIVERED,PICKUP,
9118,369,370,1375,2,1,1,SHIPPED,PICKUP,
9119,499,502,805,1,,416,DELIVERED,Correo Argentino,TRK-O4M9WDP5F1
9120,216,219,264,1,,2573,DELIVERED,Correo Argentino,TRK-19EHZPKINW
9121,,,1085,2,4,4,CANCELLED,PICKUP,
9122,541,543,785,1,,2705,DELIVERED,Correo Argentino,TRK-XNUJJ7S3SX
9123,,,800,1,,1716,CANCELLED,Correo Argentino,
9124,155,156,866,2,2,2,DELIVERED,PICKUP,
9125,341,342,1088,2,2,2,DELIVERED,PICKUP,
9126,295,296,1322,2,1,1,DELIVERED,PICKUP,
9127,208,210,1083,1,,1186,DELIVERED,Correo Argentino,TRK-39H2XSAL9O
9128,621,626,1135,1,,1735,DELIVERED,Correo Argentino,TRK-F8DWIMLSK0
9129,242,243,985,2,1,1,SHIPPED,PICKUP,
9130,,,571,1,,671,CANCELLED,Correo Argentino,
9131,519,523,1105,1,,227,DELIVERED,Correo Argentino,TRK-1OHULCWPF6
9132,240,242,772,1,,823,DELIVERED,Correo Argentino,TRK-QOBLQCYU46
9133,282,286,1097,1,,792,DELIVERED,Correo Argentino,TRK-OFT1Q1HWX9
9134,634,636,1274,1,,2385,DELIVERED,Correo Argentino,TRK-5RW38WHRSC
9135,201,204,972,1,,3013,DELIVERED,Correo Argentino,TRK-97UJ4N9FW6
9136,31,32,1298,2,4,4,DELIVERED,PICKUP,
9137,315,316,257,2,2,2,DELIVERED,PICKUP,
9138,369,370,1326,2,4,4,DELIVERED,PICKUP,
9139,351,352,814,2,3,3,DELIVERED,PICKUP,
9140,26,30,838,1,,831,READY,Correo Argentino,TRK-E9I0H7A21V
9141,535,540,938,1,,450,DELIVERED,Correo Argentino,TRK-2K78GETSCI
9142,558,563,209,1,,2133,DELIVERED,Correo Argentino,TRK-S3YMGL70OK
9143,36,40,1318,1,,425,SHIPPED,Correo Argentino,TRK-OXIR9L9IPD
9144,20,21,1041,2,2,2,SHIPPED,PICKUP,
9145,379,381,568,1,,1411,DELIVERED,Correo Argentino,TRK-VDPR96EH1Z
9146,593,594,884,2,2,2,DELIVERED,PICKUP,
9147,587,588,465,2,2,2,DELIVERED,PICKUP,
9148,554,557,436,1,,1899,DELIVERED,Correo Argentino,TRK-WLX2NI151O
9149,416,421,1246,1,,2924,DELIVERED,Correo Argentino,TRK-Z4APWNYN7K
9150,50,51,436,2,4,4,DELIVERED,PICKUP,
9151,398,399,407,2,2,2,DELIVERED,PICKUP,
9152,335,337,625,1,,1563,DELIVERED,Correo Argentino,TRK-3LM2VXR2KU
9153,224,226,987,1,,1280,DELIVERED,Correo Argentino,TRK-72NMWHWL7L
9154,112,113,811,2,4,4,DELIVERED,PICKUP,
9155,488,493,537,1,,2507,DELIVERED,Correo Argentino,TRK-M7CJ8OUG36
9156,591,596,1346,1,,618,DELIVERED,Correo Argentino,TRK-GWPE4JXSAG
9157,243,244,1117,2,3,3,DELIVERED,PICKUP,
9158,566,569,140,1,,2024,SHIPPED,Correo Argentino,TRK-NILEDW3KZJ
9159,501,505,209,1,,2416,SHIPPED,Correo Argentino,TRK-84V6B431S7
9160,388,389,1466,2,3,3,DELIVERED,PICKUP,
9161,355,356,1260,2,1,1,DELIVERED,PICKUP,
9162,292,295,247,1,,1764,SHIPPED,Correo Argentino,TRK-G462JAF4RM
9163,364,369,1267,1,,1149,DELIVERED,Correo Argentino,TRK-4AEXVTGP3S
9164,542,543,327,2,1,1,DELIVERED,PICKUP,
9165,155,159,735,1,,2398,DELIVERED,Correo Argentino,TRK-87DCD633ZV
9166,285,288,779,1,,887,DELIVERED,Correo Argentino,TRK-6IREPEVYZX
9167,173,174,1270,2,2,2,DELIVERED,PICKUP,
9168,262,264,1316,1,,1069,DELIVERED,Correo Argentino,TRK-IVL49VJ58S
9169,72,73,323,2,2,2,DELIVERED,PICKUP,
9170,109,113,1414,1,,1725,DELIVERED,Correo Argentino,TRK-G7QLS957OS
9171,499,502,666,1,,3020,SHIPPED,Correo Argentino,TRK-HBBLFC4KYG
9172,68,69,408,2,3,3,READY,PICKUP,
9173,339,344,1141,1,,1794,DELIVERED,Correo Argentino,TRK-2L1P3BZUK7
9174,292,295,1444,1,,1397,DELIVERED,Correo Argentino,TRK-M1RB6FZJSL
9175,638,639,1174,2,1,1,SHIPPED,PICKUP,
9176,389,391,284,1,,2598,DELIVERED,Correo Argentino,TRK-M98856DFDP
9177,108,112,601,1,,1103,DELIVERED,Correo Argentino,TRK-IOBBFOXSY5
9178,496,501,664,1,,2953,DELIVERED,Correo Argentino,TRK-R706CR9JZT
9179,292,293,50,2,3,3,DELIVERED,PICKUP,
9180,14,17,878,1,,2716,SHIPPED,Correo Argentino,TRK-Q13EH435SU
9181,502,505,1004,1,,1459,DELIVERED,Correo Argentino,TRK-J5N8INCZ4P
9182,601,604,180,1,,703,DELIVERED,Correo Argentino,TRK-3A40VUUWCT
9183,448,452,1384,1,,1681,DELIVERED,Correo Argentino,TRK-DCL3ANX6HY
9184,340,341,575,2,3,3,DELIVERED,PICKUP,
9185,141,145,702,1,,2893,DELIVERED,Correo Argentino,TRK-2IZZ6UYY77
9186,161,162,396,2,3,3,DELIVERED,PICKUP,
9187,,,1388,2,3,3,CANCELLED,PICKUP,
9188,288,293,35,1,,221,DELIVERED,Correo Argentino,TRK-K17A91FARG
9189,100,104,840,1,,33,DELIVERED,Correo Argentino,TRK-OUJGFENCV8
9190,277,278,1458,2,4,4,DELIVERED,PICKUP,
9191,409,412,528,1,,228,DELIVERED,Correo Argentino,TRK-8LQWXK8ARU
9192,104,109,320,1,,1835,DELIVERED,Correo Argentino,TRK-6DVKJLEHYO
9193,426,430,902,1,,3200,DELIVERED,Correo Argentino,TRK-C6S6LW2YM3
9194,218,222,822,1,,1918,DELIVERED,Correo Argentino,TRK-YJLKAGQDVS
9195,251,252,155,2,3,3,SHIPPED,PICKUP,
9196,110,113,1029,1,,1849,DELIVERED,Correo Argentino,TRK-CVAX5W5SE2
9197,11,12,137,2,4,4,SHIPPED,PICKUP,
9198,82,87,1109,1,,3131,DELIVERED,Correo Argentino,TRK-D4VM8ARLI6
9199,11,16,451,1,,2410,DELIVERED,Correo Argentino,TRK-CDBCL3VLNB
9200,93,94,610,2,3,3,DELIVERED,PICKUP,
9201,,,1469,1,,235,CANCELLED,Correo Argentino,
9202,113,115,313,1,,1849,DELIVERED,Correo Argentino,TRK-PJIMCB0HUK
9203,621,622,61,2,1,1,DELIVERED,PICKUP,
9204,582,583,717,2,3,3,DELIVERED,PICKUP,
9205,525,526,83,2,3,3,DELIVERED,PICKUP,
9206,252,256,214,1,,459,SHIPPED,Correo Argentino,TRK-BZ0PJ4X6N0
9207,161,165,1298,1,,2296,DELIVERED,Correo Argentino,TRK-R3R657OS29
9208,158,162,1131,1,,2977,DELIVERED,Correo Argentino,TRK-ZURW6F0CZ0
9209,28,33,416,1,,1533,DELIVERED,Correo Argentino,TRK-01BQPVIQYH
9210,409,413,914,1,,852,DELIVERED,Correo Argentino,TRK-SJ15OEO9DZ
9211,413,419,469,1,,2393,SHIPPED,Correo Argentino,TRK-MEBZA3550S
9212,394,401,1153,1,,2310,DELIVERED,Correo Argentino,TRK-25154CEWIB
9213,418,423,795,1,,3204,DELIVERED,Correo Argentino,TRK-UTYEPOW65Z
9214,34,38,138,1,,403,SHIPPED,Correo Argentino,TRK-FK4JY44CR2
9215,112,113,922,2,4,4,DELIVERED,PICKUP,
9216,,,146,2,3,3,CANCELLED,PICKUP,
9217,391,396,37,1,,2190,DELIVERED,Correo Argentino,TRK-9D038I0QG7
9218,74,76,88,1,,2662,DELIVERED,Correo Argentino,TRK-P2FJBJX4CE
9219,270,277,206,1,,2397,DELIVERED,Correo Argentino,TRK-T5TA10TL5Y
9220,171,173,1099,1,,2816,SHIPPED,Correo Argentino,TRK-01U3SFLHIE
9221,500,505,1351,1,,86,DELIVERED,Correo Argentino,TRK-B5Y9MG18IU
9222,527,532,497,1,,1510,DELIVERED,Correo Argentino,TRK-HVHU8QR0ZL
9223,122,123,836,2,3,3,DELIVERED,PICKUP,
9224,278,279,1203,2,1,1,DELIVERED,PICKUP,
9225,214,215,251,2,4,4,DELIVERED,PICKUP,
9226,213,216,698,1,,2623,DELIVERED,Correo Argentino,TRK-LCOLG67KA0
9227,12,17,835,1,,1669,SHIPPED,Correo Argentino,TRK-IZFQJAH3L3
